[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:28:11,776 INFO [main][SpringApplication.java:675] - No active profile set, falling back to default profiles: default
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:28:12,687 WARN [main][EndpointId.java:135] - Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:28:12,907 INFO [main][GenericScope.java:294] - BeanFactory id=33c68227-122c-36dd-8028-a36de4f592a4
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:00,394 DEBUG [http-nio-53050-exec-1][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:05,042 DEBUG [http-nio-53050-exec-3][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:05,042 DEBUG [http-nio-53050-exec-5][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:05,045 DEBUG [http-nio-53050-exec-5][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:05,047 DEBUG [http-nio-53050-exec-3][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:05,050 DEBUG [http-nio-53050-exec-5][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:05,051 DEBUG [http-nio-53050-exec-3][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:06,075 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:06,671 INFO [Eureka-EvictionTimer][AbstractInstanceRegistry.java:1250] - Running the evict task with compensationTime 0ms
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:08,086 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:08,219 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:10,025 DEBUG [http-nio-53050-exec-6][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:10,026 DEBUG [http-nio-53050-exec-4][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:10,026 DEBUG [http-nio-53050-exec-4][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:10,026 DEBUG [http-nio-53050-exec-6][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:10,029 DEBUG [http-nio-53050-exec-4][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:10,029 DEBUG [http-nio-53050-exec-6][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:10,095 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:12,104 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:15,027 DEBUG [http-nio-53050-exec-7][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:15,028 DEBUG [http-nio-53050-exec-8][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:15,028 DEBUG [http-nio-53050-exec-7][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:15,029 DEBUG [http-nio-53050-exec-8][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:15,030 DEBUG [http-nio-53050-exec-7][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:15,038 DEBUG [http-nio-53050-exec-8][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:16,671 INFO [Eureka-EvictionTimer][AbstractInstanceRegistry.java:1250] - Running the evict task with compensationTime 0ms
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:20,032 DEBUG [http-nio-53050-exec-10][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:20,033 DEBUG [http-nio-53050-exec-9][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:20,034 DEBUG [http-nio-53050-exec-10][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:20,035 DEBUG [http-nio-53050-exec-9][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:20,039 DEBUG [http-nio-53050-exec-10][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:20,040 DEBUG [http-nio-53050-exec-9][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:25,031 DEBUG [http-nio-53050-exec-1][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:25,031 DEBUG [http-nio-53050-exec-2][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:25,032 DEBUG [http-nio-53050-exec-2][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:25,032 DEBUG [http-nio-53050-exec-1][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:25,035 DEBUG [http-nio-53050-exec-1][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:25,035 DEBUG [http-nio-53050-exec-2][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:26,672 INFO [Eureka-EvictionTimer][AbstractInstanceRegistry.java:1250] - Running the evict task with compensationTime 0ms
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:30,023 DEBUG [http-nio-53050-exec-3][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:30,023 DEBUG [http-nio-53050-exec-5][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:30,024 DEBUG [http-nio-53050-exec-3][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:30,024 DEBUG [http-nio-53050-exec-5][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:30,026 DEBUG [http-nio-53050-exec-3][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:30,027 DEBUG [http-nio-53050-exec-5][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:31,086 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:33,093 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:35,022 DEBUG [http-nio-53050-exec-6][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:35,022 DEBUG [http-nio-53050-exec-4][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:35,023 DEBUG [http-nio-53050-exec-6][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:35,023 DEBUG [http-nio-53050-exec-4][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:35,025 DEBUG [http-nio-53050-exec-6][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:35,029 DEBUG [http-nio-53050-exec-4][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:36,672 INFO [Eureka-EvictionTimer][AbstractInstanceRegistry.java:1250] - Running the evict task with compensationTime 0ms
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:38,044 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:38,223 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:40,022 DEBUG [http-nio-53050-exec-7][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:40,022 DEBUG [http-nio-53050-exec-8][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:40,024 DEBUG [http-nio-53050-exec-8][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:40,024 DEBUG [http-nio-53050-exec-7][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:40,027 DEBUG [http-nio-53050-exec-8][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:40,027 DEBUG [http-nio-53050-exec-7][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:40,051 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:41,830 INFO [hmilyTransaction-hmily-transaction-self-recovery-14][LogUtil.java:87] - self recovery execute delayTime:60
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:42,061 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:42,070 INFO [hmilyTransaction-hmily-transaction-self-recovery-28][LogUtil.java:87] - self recovery execute delayTime:60
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:45,024 DEBUG [http-nio-53050-exec-10][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:45,024 DEBUG [http-nio-53050-exec-9][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:45,025 DEBUG [http-nio-53050-exec-10][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:45,025 DEBUG [http-nio-53050-exec-9][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:45,027 DEBUG [http-nio-53050-exec-9][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:45,027 DEBUG [http-nio-53050-exec-10][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:46,673 INFO [Eureka-EvictionTimer][AbstractInstanceRegistry.java:1250] - Running the evict task with compensationTime 1ms
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:50,024 DEBUG [http-nio-53050-exec-2][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:50,024 DEBUG [http-nio-53050-exec-1][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:50,024 DEBUG [http-nio-53050-exec-2][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:50,024 DEBUG [http-nio-53050-exec-1][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:50,026 DEBUG [http-nio-53050-exec-2][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:50,026 DEBUG [http-nio-53050-exec-1][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:51,416 INFO [hmilyTransaction-hmily-transaction-self-recovery-42][LogUtil.java:87] - self recovery execute delayTime:60
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:55,020 DEBUG [http-nio-53050-exec-5][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:55,020 DEBUG [http-nio-53050-exec-3][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:55,021 DEBUG [http-nio-53050-exec-5][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:55,021 DEBUG [http-nio-53050-exec-3][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:55,023 DEBUG [http-nio-53050-exec-5][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:55,023 DEBUG [http-nio-53050-exec-3][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:55,101 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:56,673 INFO [Eureka-EvictionTimer][AbstractInstanceRegistry.java:1250] - Running the evict task with compensationTime 0ms
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:44:57,108 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:00,022 DEBUG [http-nio-53050-exec-4][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:00,022 DEBUG [http-nio-53050-exec-6][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:00,023 DEBUG [http-nio-53050-exec-6][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:00,023 DEBUG [http-nio-53050-exec-4][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:00,024 DEBUG [http-nio-53050-exec-4][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:00,024 DEBUG [http-nio-53050-exec-6][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:05,019 DEBUG [http-nio-53050-exec-8][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:05,019 DEBUG [http-nio-53050-exec-7][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:05,019 DEBUG [http-nio-53050-exec-7][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:05,019 DEBUG [http-nio-53050-exec-8][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:05,021 DEBUG [http-nio-53050-exec-7][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:05,021 DEBUG [http-nio-53050-exec-8][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:06,673 INFO [Eureka-EvictionTimer][AbstractInstanceRegistry.java:1250] - Running the evict task with compensationTime 0ms
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:08,042 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:08,219 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:10,018 DEBUG [http-nio-53050-exec-9][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:10,018 DEBUG [http-nio-53050-exec-10][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:10,019 DEBUG [http-nio-53050-exec-9][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:10,019 DEBUG [http-nio-53050-exec-10][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:10,021 DEBUG [http-nio-53050-exec-9][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:10,021 DEBUG [http-nio-53050-exec-10][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:10,049 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:12,059 INFO [NettyClientSelector_1][Slf4jLoggerFactory.java:95] - closeChannel: close the connection to remote address[] result: true
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:15,023 DEBUG [http-nio-53050-exec-2][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:15,024 DEBUG [http-nio-53050-exec-2][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:15,025 DEBUG [http-nio-53050-exec-1][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:15,026 DEBUG [http-nio-53050-exec-1][BaseJdbcLogger.java:159] - ==> Parameters: 27(Long)
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:15,026 DEBUG [http-nio-53050-exec-2][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:15,028 DEBUG [http-nio-53050-exec-1][BaseJdbcLogger.java:159] - <==      Total: 1
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:16,674 INFO [Eureka-EvictionTimer][AbstractInstanceRegistry.java:1250] - Running the evict task with compensationTime 0ms
[${project.name}][${env:SERVER_PORT}] 2019-10-25 14:45:20,021 DEBUG [http-nio-53050-exec-5][BaseJdbcLogger.java:159] - ==>  Preparing: SELECT ID,USERNAME,FULLNAME,ID_NUMBER,USER_NO,MOBILE,USER_TYPE,ROLE,AUTH_LIST,IS_BIND_CARD,STATUS,LOAN_AMOUNT,REQUEST_NO FROM consumer WHERE ID=? 
